set, measurements,,,,set,measure,n,t,inv measure,FOPDT,,Ts,,Td,L,K,du,y0
-3.3838,2.9762,,,,,,,,,,,,,,,,,
-3.3838,2.9559,,,,,,,,,,,,,,,,,
-3.3838,2.9767,,,,,,,,,,,,,,,,,
-3.3838,2.9563,,,,,,,,,,,,,,,,,
-3.3838,2.9762,,,,,,,,,,,,,,,,,
-3.3838,2.996,,,,,,,,,,,,,,,,,
3.0819,0,,,,,,,,,,,,,,,,,
3.0819,-0.417,,,,,,,,,,,,,,,,,
3.0819,-1.2103,,,,,,,,,,,,,,,,,
3.0819,-1.8056,,,,,,,,,,,,,,,,,
3.0819,-2.2421,,,,,,,,,,,,,,,,,
3.0819,-2.5397,,,,,,,,,,,,,,,,,
3.0819,-2.6984,,,,,,,,,,,,,,,,,
3.0819,-2.7976,,,,,,,,,,,,,,,,,
3.0819,-2.8571,,,,,,,,,,,,,,,,,
3.0819,-2.9164,,,,,,,,,,,,,,,,,
3.0819,-2.9169,,,,,,,,,,,,,,,,,
3.0819,-2.9563,,,,,,,,,,,,,,,,,
3.0819,-2.9563,,,,,,,,,,,,,,,,,
3.0819,-2.9762,,,,,,,,,,,,,,,,,
3.0819,-2.9563,,,,,,,,,,,,,,,,,
3.0819,-2.9563,,,,,,,,,,,,,,,,,
3.0819,-2.9365,,,,,,,,,,,,,,,,,
3.0819,-2.9365,,,,,,,,,,,,,,,,,
3.0819,-2.9363,,,,,,,,,,,,,,,,,
3.0819,-2.9169,,,,,,,,,,,,,,,,,
3.0819,-2.9167,,,,,,,,,,,,,,,,,
3.0819,-2.9167,,,,,,,,,,,,,,,,,
3.0819,-2.8968,,,,,,,,,,,,,,,,,
3.0819,-2.9167,,,,,,,,,,,,,,,,,
3.0819,-2.8968,,,,,,,,,,,,,,,,,
3.0819,-2.8968,,,,,,,,,,,,,,,,,
3.0819,-2.8968,,,,,,,,,,,,,,,,,
3.0819,-2.8767,,,,,,,,,,,,,,,,,
3.0819,-2.9169,,,,,,,,,,,,,,,,,
3.0819,-2.8968,,,,,,,,,,,,,,,,,
3.0819,-2.9167,,,,,,,,,,,,,,,,,
3.0819,-2.9167,,,,,,,,,,,,,,,,,
3.0819,-2.9365,,,,,,,,,,,,,,,,,
3.0819,-2.9365,,,,,,,,,,,,,,,,,
3.0819,-2.9563,,,,,,,,,,,,,,,,,
3.0819,-2.9563,,,,,,,,,,,,,,,,,
3.0819,-2.9561,,,,,,,,,,,,,,,,,
3.0819,-2.9566,,,,,,,,,,,,,,,,,
3.0819,-2.9762,,,,,,,,,,,,,,,,,
3.0819,-2.9762,,,,,,,,,,,,,,,,,
3.0819,-2.996,,,,,,,,,,,,,,,,,
-3.0819,-3.0139,,,,,,,,,,,,,,,,,
-3.0819,-2.7399,,,,,,,,,,,,,,,,,
-3.0819,-2.2024,,,,,,,,,,,,,,,,,
-3.0819,-1.627,,,,,,,,,,,,,,,,,
-3.0819,-1.0119,,,,,,,,,,,,,,,,,
-3.0819,-0.2778,,,,,,,,,,,,,,,,,
-3.0819,0.4762,,,,,,,,,,,,,,,,,
-3.0819,1.2302,,,,,,,,,,,,,,,,,
-3.0819,1.8254,,,,,,,,,,,,,,,,,
-3.0819,2.2617,,,,,,,,,,,,,,,,,
-3.0819,2.5597,,,,,,,,,,,,,,,,,
-3.0819,2.7381,,,,,,,,,,,,,,,,,
-3.0819,2.8373,,,,,,,,,,,,,,,,,
-3.0819,2.9167,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0156,,,,,,,,,,,,,,,,,
-3.0819,2.9963,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.9958,,,,,,,,,,,,,,,,,
-3.0819,2.9963,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.9958,,,,,,,,,,,,,,,,,
-3.0819,3.0161,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
3.0819,3.0337,,,,,,,,,,,,,,,,,
3.0819,2.7399,,,,,,,,,,,,,,,,,
3.0819,2.2421,,,,,,,,,,,,,,,,,
3.0819,1.7063,,,,,,,,,,,,,,,,,
3.0819,1.1111,,,,,,,,,,,,,,,,,
3.0819,0.4365,,,,,,,,,,,,,,,,,
3.0819,-0.3571,,,,,,,,,,,,,,,,,
3.0819,-1.0913,,,,,,,,,,,,,,,,,
3.0819,-1.7262,,,,,,,,,,,,,,,,,
3.0819,-2.2024,,,,,,,,,,,,,,,,,
3.0819,-2.5196,,,,,,,,,,,,,,,,,
3.0819,-2.659,,,,,,,,,,,,,,,,,
3.0819,-2.7976,,,,,,,,,,,,,,,,,
3.0819,-2.8571,,,,,,,,,,,,,,,,,
3.0819,-2.8968,,,,,,,,,,,,,,,,,
3.0819,-2.9167,,,,,,,,,,,,,,,,,
3.0819,-2.9167,,,,,,,,,,,,,,,,,
3.0819,-2.9167,,,,,,,,,,,,,,,,,
3.0819,-2.9365,,,,,,,,,,,,,,,,,
3.0819,-2.9363,,,,,,,,,,,,,,,,,
3.0819,-2.9169,,,,,,,,,,,,,,,,,
3.0819,-2.9167,,,,,,,,,,,,,,,,,
3.0819,-2.9167,,,,,,,,,,,,,,,,,
3.0819,-2.9167,,,,,,,,,,,,,,,,,
3.0819,-2.9167,,,,,,,,,,,,,,,,,
3.0819,-2.9167,,,,,,,,,,,,,,,,,
3.0819,-2.9167,,,,,,,,,,,,,,,,,
3.0819,-2.9167,,,,,,,,,,,,,,,,,
3.0819,-2.9363,,,,,,,,,,,,,,,,,
3.0819,-2.9368,,,,,,,,,,,,,,,,,
3.0819,-2.9365,,,,,,,,,,,,,,,,,
3.0819,-2.9365,,,,,,,,,,,,,,,,,
3.0819,-2.9762,,,,,,,,,,,,,,,,,
3.0819,-2.9563,,,,,,,,,,,,,,,,,
3.0819,-2.9563,,,,,,,,,,,,,,,,,
3.0819,-2.996,,,,,,,,,,,,,,,,,
3.0819,-2.996,,,,,,,,,,,,,,,,,
3.0819,-2.9958,,,,,,,,,,,,,,,,,
-3.0819,-3.0339,,,,,,,,,,,,,,,,,
-3.0819,-2.8789,,,,,,,,,,,,,,,,,
-3.0819,-2.5,,,,,,,,,,,,,,,,,
-3.0819,-1.9841,,,,,,,,,,,,,,,,,
-3.0819,-1.3889,,,,,,,,,,,,,,,,,
-3.0819,-0.7738,,,,,,,,,,,,,,,,,
-3.0819,-0.0198,,,,,,,,,,,,,,,,,
-3.0819,0.754,,,,,,,,,,,,,,,,,
-3.0819,1.4484,,,,,,,,,,,,,,,,,
-3.0819,2.0038,,,,,,,,,,,,,,,,,
-3.0819,2.401,,,,,,,,,,,,,,,,,
-3.0819,2.6587,,,,,,,,,,,,,,,,,
-3.0819,2.7976,,,,,,,,,,,,,,,,,
-3.0819,2.8968,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0156,,,,,,,,,,,,,,,,,
-3.0819,3.036,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9561,,,,,,,,,,,,,,,,,
-3.0819,2.9566,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0154,,,,,,,,,,,,,,,,,
-3.0819,3.0164,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
3.0819,3.0337,,,,,,,,,,,,,,,,,
3.0819,2.9159,,,,,,,,,,,,,,,,,
3.0819,2.5023,,,,,,,,,,,,,,,,,
3.0819,2.004,,,,,,,,,,,,,,,,,
3.0819,1.4286,,,,,,,,,,,,,,,,,
3.0819,0.7738,,,,,,,,,,,,,,,,,
3.0819,0.0794,,,,,,,,,,,,,,,,,
3.0819,-0.6548,,,,,,,,,,,,,,,,,
3.0819,-1.3492,,,,,,,,,,,,,,,,,
3.0819,-1.9244,,,,,,,,,,,,,,,,,
3.0819,-2.3214,,,,,,,,,,,,,,,,,
3.0819,-2.5597,,,,,,,,,,,,,,,,,
3.0819,-2.6984,,,,,,,,,,,,,,,,,
3.0819,-2.7976,,,,,,,,,,,,,,,,,
3.0819,-2.877,,,,,,,,,,,,,,,,,
3.0819,-2.9167,,,,,,,,,,,,,,,,,
3.0819,-2.9365,,,,,,,,,,,,,,,,,
3.0819,-2.9762,,,,,,,,,,,,,,,,,
3.0819,-2.9762,,,,,,,,,,,,,,,,,
3.0819,-2.9958,,,,,,,,,,,,,,,,,
3.0819,-2.9963,,,,,,,,,,,,,,,,,
3.0819,-2.996,,,,,,,,,,,,,,,,,
3.0819,-2.9762,,,,,,,,,,,,,,,,,
3.0819,-2.996,,,,,,,,,,,,,,,,,
3.0819,-2.9563,,,,,,,,,,,,,,,,,
3.0819,-2.9563,,,,,,,,,,,,,,,,,
3.0819,-2.9563,,,,,,,,,,,,,,,,,
3.0819,-2.9365,,,,,,,,,,,,,,,,,
3.0819,-2.9563,,,,,,,,,,,,,,,,,
3.0819,-2.9363,,,,,,,,,,,,,,,,,
3.0819,-2.9368,,,,,,,,,,,,,,,,,
3.0819,-2.9563,,,,,,,,,,,,,,,,,
3.0819,-2.9365,,,,,,,,,,,,,,,,,
3.0819,-2.9563,,,,,,,,,,,,,,,,,
3.0819,-2.9563,,,,,,,,,,,,,,,,,
3.0819,-2.9762,,,,,,,,,,,,,,,,,
3.0819,-2.996,,,,,,,,,,,,,,,,,
3.0819,-3.0154,,,,,,,,,,,,,,,,,
3.0819,-3.0164,,,,,,,,,,,,,,,,,
3.0819,-3.0159,,,,,,,,,,,,,,,,,
3.0819,-3.0357,,,,,,,,,,,,,,,,,
3.0819,-3.0357,,,,,,,,,,,,,,,,,
-3.0819,0,,,,,,,,,,,,,,,,,
-3.0819,0.4368,,,,,,,,,,,,,,,,,
-3.0819,1.25,,,,,,,,,,,,,,,,,
-3.0819,1.8254,,,,,,,,,,,,,,,,,
-3.0819,2.2619,,,,,,,,,,,,,,,,,
-3.0819,2.5198,,,,,,,,,,,,,,,,,
-3.0819,2.7381,,,,,,,,,,,,,,,,,
-3.0819,2.8175,,,,,,,,,,,,,,,,,
-3.0819,2.9167,,,,,,,,,,,,,,,,,
-3.0819,2.9759,,,,,,,,,,,,,,,,,
-3.0819,2.9963,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0556,,,,,,,,,,,,,,,,,
-3.0819,3.0754,,,,,,,,,,,,,,,,,
-3.0819,3.0556,,,,,,,,,,,,,,,,,
-3.0819,3.0754,,,,,,,,,,,,,,,,,
-3.0819,3.0754,,,,,,,,,,,,,,,,,
-3.0819,3.0556,,,,,,,,,,,,,,,,,
-3.0819,3.0556,,,,,,,,,,,,,,,,,
-3.0819,3.0751,,,,,,,,,,,,,,,,,
-3.0819,3.0558,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,2.9958,,,,,,,,,,,,,,,,,
-3.0819,2.9963,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
3.0819,3.0136,,,,,,,,,,,,,,,,,
3.0819,2.7203,,,,,,,,,,,,,,,,,
3.0819,2.1825,,,,,,,,,,,,,,,,,
3.0819,1.627,,,,,,,,,,,,,,,,,
3.0819,1.0119,,,,,,,,,,,,,,,,,
3.0819,0.2778,,,,,,,,,,,,,,,,,
3.0819,-0.496,,,,,,,,,,,,,,,,,
3.0819,-1.2103,,,,,,,,,,,,,,,,,
3.0819,-1.8056,,,,,,,,,,,,,,,,,
3.0819,-2.222,,,,,,,,,,,,,,,,,
3.0819,-2.4804,,,,,,,,,,,,,,,,,
3.0819,-2.6389,,,,,,,,,,,,,,,,,
3.0819,-2.7183,,,,,,,,,,,,,,,,,
3.0819,-2.7778,,,,,,,,,,,,,,,,,
3.0819,-2.8175,,,,,,,,,,,,,,,,,
3.0819,-2.8571,,,,,,,,,,,,,,,,,
3.0819,-2.877,,,,,,,,,,,,,,,,,
3.0819,-2.8968,,,,,,,,,,,,,,,,,
3.0819,-2.8966,,,,,,,,,,,,,,,,,
3.0819,-2.9169,,,,,,,,,,,,,,,,,
3.0819,-2.9167,,,,,,,,,,,,,,,,,
3.0819,-2.9365,,,,,,,,,,,,,,,,,
3.0819,-2.9365,,,,,,,,,,,,,,,,,
3.0819,-2.9563,,,,,,,,,,,,,,,,,
3.0819,-2.9563,,,,,,,,,,,,,,,,,
3.0819,-2.9762,,,,,,,,,,,,,,,,,
3.0819,-2.9762,,,,,,,,,,,,,,,,,
3.0819,-3.0156,,,,,,,,,,,,,,,,,
3.0819,-3.0161,,,,,,,,,,,,,,,,,
3.0819,-3.0159,,,,,,,,,,,,,,,,,
3.0819,-3.0357,,,,,,,,,,,,,,,,,
3.0819,-3.0357,,,,,,,,,,,,,,,,,
3.0819,-3.0357,,,,,,,,,,,,,,,,,
3.0819,-3.0556,,,,,,,,,,,,,,,,,
3.0819,-3.0357,,,,,,,,,,,,,,,,,
3.0819,-3.0159,,,,,,,,,,,,,,,,,
3.0819,-3.0156,,,,,,,,,,,,,,,,,
3.0819,-2.9963,,,,,,,,,,,,,,,,,
3.0819,-2.996,,,,,,,,,,,,,,,,,
3.0819,-2.9762,,,,,,,,,,,,,,,,,
3.0819,-2.9762,,,,,,,,,,,,,,,,,
3.0819,-2.9563,,,,,,,,,,,,,,,,,
-3.0819,0,,,,,,,,,,,,,,,,,
-3.0819,0.4762,,,,,,,,,,,,,,,,,
-3.0819,1.25,,,,,,,,,,,,,,,,,
-3.0819,1.8651,,,,,,,,,,,,,,,,,
-3.0819,2.2817,,,,,,,,,,,,,,,,,
-3.0819,2.5595,,,,,,,,,,,,,,,,,
-3.0819,2.7381,,,,,,,,,,,,,,,,,
-3.0819,2.8571,,,,,,,,,,,,,,,,,
-3.0819,2.8968,,,,,,,,,,,,,,,,,
-3.0819,2.9559,,,,,,,,,,,,,,,,,
-3.0819,2.9568,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9945,,,,,,,,,,,,,,,,,
-3.0819,2.9968,,,,,,,,,,,,,,,,,
-3.0819,2.9968,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0355,,,,,,,,,,,,,,,,,
-3.0819,3.0161,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.994,,,,,,,,,,,,,,,,,
-3.0819,2.9583,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9759,,,,,,,,,,,,,,,,,
-3.0819,2.9764,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0156,,,,,,,,,,,,,,,,,
-3.0819,3.0339,,,,,,,,,,,,,,,,,
-3.0819,3.0179,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9561,,,,,,,,,,,,,,,,,
-3.0819,2.9566,,,,,,,,,,,,,,,,,
-3.0819,2.9365,,,,,,,,,,,,,,,,,
-3.0819,2.9365,,,,,,,,,,,,,,,,,
-3.0819,2.9365,,,,,,,,,,,,,,,,,
-3.0819,2.9365,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9742,,,,,,,,,,,,,,,,,
-3.0819,2.9782,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0156,,,,,,,,,,,,,,,,,
-3.0819,3.0161,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.994,,,,,,,,,,,,,,,,,
-3.0819,2.9385,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9365,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9365,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9732,,,,,,,,,,,,,,,,,
-3.0819,2.9769,,,,,,,,,,,,,,,,,
-3.0819,2.9586,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.9955,,,,,,,,,,,,,,,,,
-3.0819,3.0362,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0733,,,,,,,,,,,,,,,,,
-3.0819,3.0372,,,,,,,,,,,,,,,,,
-3.0819,3.0561,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,2.9958,,,,,,,,,,,,,,,,,
-3.0819,2.9764,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9561,,,,,,,,,,,,,,,,,
-3.0819,2.9566,,,,,,,,,,,,,,,,,
-3.0819,2.9938,,,,,,,,,,,,,,,,,
-3.0819,2.9784,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0556,,,,,,,,,,,,,,,,,
-3.0819,3.0355,,,,,,,,,,,,,,,,,
-3.0819,3.0161,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,2.9754,,,,,,,,,,,,,,,,,
-3.0819,2.9955,,,,,,,,,,,,,,,,,
-3.0819,2.9772,,,,,,,,,,,,,,,,,
-3.0819,2.9566,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9759,,,,,,,,,,,,,,,,,
-3.0819,2.9764,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0342,,,,,,,,,,,,,,,,,
-3.0819,3.0169,,,,,,,,,,,,,,,,,
-3.0819,3.0164,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.9759,,,,,,,,,,,,,,,,,
-3.0819,2.9764,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9365,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9365,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9561,,,,,,,,,,,,,,,,,
-3.0819,2.9745,,,,,,,,,,,,,,,,,
-3.0819,2.9583,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0355,,,,,,,,,,,,,,,,,
-3.0819,3.0558,,,,,,,,,,,,,,,,,
-3.0819,3.0556,,,,,,,,,,,,,,,,,
-3.0819,3.0556,,,,,,,,,,,,,,,,,
-3.0819,3.0754,,,,,,,,,,,,,,,,,
-3.0819,3.0556,,,,,,,,,,,,,,,,,
-3.0819,3.0754,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0556,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0156,,,,,,,,,,,,,,,,,
-3.0819,2.9963,,,,,,,,,,,,,,,,,
-3.0819,3.0139,,,,,,,,,,,,,,,,,
-3.0819,2.9782,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,3.0156,,,,,,,,,,,,,,,,,
-3.0819,3.0161,,,,,,,,,,,,,,,,,
