set, measurements,,,,set,measure,n,t,inv measure,FOPDT,,Ts,,Td,L,K,du,y0
0.3018,-2.996,,,,,,,,,,,,,,,,,
0.3018,-3.0159,,,,,,,,,,,,,,,,,
0.3018,-3.0357,,,,,,,,,,,,,,,,,
0.3018,-3.0357,,,,,,,,,,,,,,,,,
0.3018,-3.0337,,,,,,,,,,,,,,,,,
0.3018,-3.0377,,,,,,,,,,,,,,,,,
0.3018,-3.0159,,,,,,,,,,,,,,,,,
0.3018,-3.0159,,,,,,,,,,,,,,,,,
0.3018,-3.0159,,,,,,,,,,,,,,,,,
0.3018,-3.0159,,,,,,,,,,,,,,,,,
0.3018,-2.996,,,,,,,,,,,,,,,,,
0.3018,-2.996,,,,,,,,,,,,,,,,,
0.3018,-2.9762,,,,,,,,,,,,,,,,,
0.3018,-2.9561,,,,,,,,,,,,,,,,,
0.3018,-2.9566,,,,,,,,,,,,,,,,,
0.3018,-2.9365,,,,,,,,,,,,,,,,,
0.3018,-2.9365,,,,,,,,,,,,,,,,,
0.3018,-2.9365,,,,,,,,,,,,,,,,,
0.3018,-2.9365,,,,,,,,,,,,,,,,,
0.3018,-2.9563,,,,,,,,,,,,,,,,,
0.3018,-2.9365,,,,,,,,,,,,,,,,,
0.3018,-2.9563,,,,,,,,,,,,,,,,,
0.3018,-2.9742,,,,,,,,,,,,,,,,,
0.3018,-2.9782,,,,,,,,,,,,,,,,,
0.3018,-2.9762,,,,,,,,,,,,,,,,,
0.3018,-2.9762,,,,,,,,,,,,,,,,,
0.3018,-2.996,,,,,,,,,,,,,,,,,
0.3018,-3.0159,,,,,,,,,,,,,,,,,
0.3018,-3.0159,,,,,,,,,,,,,,,,,
0.3018,-3.0159,,,,,,,,,,,,,,,,,
0.3018,-3.0357,,,,,,,,,,,,,,,,,
0.3018,-3.0355,,,,,,,,,,,,,,,,,
0.3018,-3.036,,,,,,,,,,,,,,,,,
0.3018,-3.0357,,,,,,,,,,,,,,,,,
0.3018,-3.0357,,,,,,,,,,,,,,,,,
0.3018,-3.0357,,,,,,,,,,,,,,,,,
0.3018,-3.0159,,,,,,,,,,,,,,,,,
0.3018,-3.0357,,,,,,,,,,,,,,,,,
0.3018,-2.996,,,,,,,,,,,,,,,,,
0.3018,-3.0159,,,,,,,,,,,,,,,,,
0.3018,-2.9958,,,,,,,,,,,,,,,,,
0.3018,-2.9764,,,,,,,,,,,,,,,,,
0.3018,-2.9752,,,,,,,,,,,,,,,,,
0.3018,-2.9561,,,,,,,,,,,,,,,,,
0.3018,-2.9576,,,,,,,,,,,,,,,,,
0.3018,-2.9365,,,,,,,,,,,,,,,,,
0.3018,-2.9365,,,,,,,,,,,,,,,,,
0.3018,-2.9563,,,,,,,,,,,,,,,,,
0.3018,-2.9563,,,,,,,,,,,,,,,,,
0.3018,-2.9563,,,,,,,,,,,,,,,,,
0.3018,-2.9563,,,,,,,,,,,,,,,,,
0.3018,-2.9762,,,,,,,,,,,,,,,,,
0.3018,-2.9958,,,,,,,,,,,,,,,,,
0.3018,-2.9963,,,,,,,,,,,,,,,,,
0.3018,-2.996,,,,,,,,,,,,,,,,,
0.3018,-2.996,,,,,,,,,,,,,,,,,
0.3018,-3.0357,,,,,,,,,,,,,,,,,
0.3018,-3.0357,,,,,,,,,,,,,,,,,
0.3018,-3.0159,,,,,,,,,,,,,,,,,
0.3018,-3.0556,,,,,,,,,,,,,,,,,
0.3018,-3.0543,,,,,,,,,,,,,,,,,
0.3018,-3.0166,,,,,,,,,,,,,,,,,
0.3018,-3.0558,,,,,,,,,,,,,,,,,
0.3018,-3.0161,,,,,,,,,,,,,,,,,
0.3018,-3.0357,,,,,,,,,,,,,,,,,
0.3018,-3.0159,,,,,,,,,,,,,,,,,
0.3018,-2.996,,,,,,,,,,,,,,,,,
0.3018,-3.0159,,,,,,,,,,,,,,,,,
0.3018,-2.9762,,,,,,,,,,,,,,,,,
0.3018,-2.9762,,,,,,,,,,,,,,,,,
0.3018,-2.9559,,,,,,,,,,,,,,,,,
0.3018,-2.9568,,,,,,,,,,,,,,,,,
0.3018,-2.9365,,,,,,,,,,,,,,,,,
0.3018,-2.9365,,,,,,,,,,,,,,,,,
0.3018,-2.9167,,,,,,,,,,,,,,,,,
0.3018,-2.9167,,,,,,,,,,,,,,,,,
0.3018,-2.9167,,,,,,,,,,,,,,,,,
0.3018,-2.9167,,,,,,,,,,,,,,,,,
0.3018,-2.9544,,,,,,,,,,,,,,,,,
0.3018,-2.9186,,,,,,,,,,,,,,,,,
0.3018,-2.9167,,,,,,,,,,,,,,,,,
0.3018,-2.9365,,,,,,,,,,,,,,,,,
0.3018,-2.9563,,,,,,,,,,,,,,,,,
0.3018,-2.9762,,,,,,,,,,,,,,,,,
0.3018,-2.9762,,,,,,,,,,,,,,,,,
0.3018,-2.996,,,,,,,,,,,,,,,,,
0.3018,-3.0159,,,,,,,,,,,,,,,,,
0.3018,-3.0156,,,,,,,,,,,,,,,,,
0.3018,-3.036,,,,,,,,,,,,,,,,,
0.3018,-3.0159,,,,,,,,,,,,,,,,,
0.3018,-3.0159,,,,,,,,,,,,,,,,,
0.3018,-3.0159,,,,,,,,,,,,,,,,,
0.3018,-3.0159,,,,,,,,,,,,,,,,,
0.3018,-3.0139,,,,,,,,,,,,,,,,,
0.3018,-2.998,,,,,,,,,,,,,,,,,
0.3018,-2.9762,,,,,,,,,,,,,,,,,
0.3018,-2.9762,,,,,,,,,,,,,,,,,
0.3018,-2.9563,,,,,,,,,,,,,,,,,
0.3018,-2.9365,,,,,,,,,,,,,,,,,
0.3018,-2.9365,,,,,,,,,,,,,,,,,
0.3018,-2.9365,,,,,,,,,,,,,,,,,
0.3018,-2.9167,,,,,,,,,,,,,,,,,
0.3018,-2.9363,,,,,,,,,,,,,,,,,
0.3018,-2.9142,,,,,,,,,,,,,,,,,
0.3018,-2.9184,,,,,,,,,,,,,,,,,
0.3018,-2.9176,,,,,,,,,,,,,,,,,
0.3018,-2.9167,,,,,,,,,,,,,,,,,
0.3018,-2.9365,,,,,,,,,,,,,,,,,
0.3018,-2.9365,,,,,,,,,,,,,,,,,
0.3018,-2.9732,,,,,,,,,,,,,,,,,
0.3018,-2.9593,,,,,,,,,,,,,,,,,
0.3018,-2.9762,,,,,,,,,,,,,,,,,
0.3018,-2.996,,,,,,,,,,,,,,,,,
0.3018,-2.996,,,,,,,,,,,,,,,,,
0.3018,-3.0159,,,,,,,,,,,,,,,,,
0.3018,-3.0159,,,,,,,,,,,,,,,,,
0.3018,-3.0159,,,,,,,,,,,,,,,,,
0.3018,-3.0357,,,,,,,,,,,,,,,,,
0.3018,-3.0156,,,,,,,,,,,,,,,,,
0.3018,-3.0161,,,,,,,,,,,,,,,,,
0.3018,-3.0159,,,,,,,,,,,,,,,,,
0.3018,-3.0159,,,,,,,,,,,,,,,,,
0.3018,-2.996,,,,,,,,,,,,,,,,,
0.3018,-2.996,,,,,,,,,,,,,,,,,
0.3018,-2.9762,,,,,,,,,,,,,,,,,
0.3018,-2.9948,,,,,,,,,,,,,,,,,
0.3018,-2.9568,,,,,,,,,,,,,,,,,
0.3018,-2.9767,,,,,,,,,,,,,,,,,
0.3018,-2.9566,,,,,,,,,,,,,,,,,
0.3018,-2.9563,,,,,,,,,,,,,,,,,
0.3018,-2.9563,,,,,,,,,,,,,,,,,
0.3018,-2.9365,,,,,,,,,,,,,,,,,
0.3018,-2.9365,,,,,,,,,,,,,,,,,
0.3018,-2.9762,,,,,,,,,,,,,,,,,
0.3018,-2.9762,,,,,,,,,,,,,,,,,
0.3018,-2.9757,,,,,,,,,,,,,,,,,
0.3018,-2.9767,,,,,,,,,,,,,,,,,
0.3018,-2.9762,,,,,,,,,,,,,,,,,
0.3018,-2.996,,,,,,,,,,,,,,,,,
0.3018,-2.996,,,,,,,,,,,,,,,,,
0.3018,-2.996,,,,,,,,,,,,,,,,,
0.3018,-3.0159,,,,,,,,,,,,,,,,,
0.3018,-3.0337,,,,,,,,,,,,,,,,,
0.3018,-3.0179,,,,,,,,,,,,,,,,,
0.3018,-3.0357,,,,,,,,,,,,,,,,,
0.3018,-3.0357,,,,,,,,,,,,,,,,,
0.3018,-3.0357,,,,,,,,,,,,,,,,,
0.3018,-3.0357,,,,,,,,,,,,,,,,,
0.3018,-3.0357,,,,,,,,,,,,,,,,,
0.3018,-3.0357,,,,,,,,,,,,,,,,,
0.3018,-3.0357,,,,,,,,,,,,,,,,,
0.3018,-3.0156,,,,,,,,,,,,,,,,,
0.3018,-3.0161,,,,,,,,,,,,,,,,,
0.3018,-3.0159,,,,,,,,,,,,,,,,,
0.3018,-2.996,,,,,,,,,,,,,,,,,
0.3018,-2.9762,,,,,,,,,,,,,,,,,
0.3018,-2.9762,,,,,,,,,,,,,,,,,
0.3018,-2.9563,,,,,,,,,,,,,,,,,
0.3018,-2.9563,,,,,,,,,,,,,,,,,
0.3018,-2.9742,,,,,,,,,,,,,,,,,
0.3018,-2.9782,,,,,,,,,,,,,,,,,
0.3018,-2.9365,,,,,,,,,,,,,,,,,
0.3018,-2.9563,,,,,,,,,,,,,,,,,
0.3018,-2.9762,,,,,,,,,,,,,,,,,
0.3018,-2.9563,,,,,,,,,,,,,,,,,
0.3018,-2.9563,,,,,,,,,,,,,,,,,
0.3018,-2.996,,,,,,,,,,,,,,,,,
0.3018,-2.9762,,,,,,,,,,,,,,,,,
0.3018,-2.9759,,,,,,,,,,,,,,,,,
0.3018,-2.9963,,,,,,,,,,,,,,,,,
0.3018,-2.996,,,,,,,,,,,,,,,,,
0.3018,-2.996,,,,,,,,,,,,,,,,,
0.3018,-2.996,,,,,,,,,,,,,,,,,
0.3018,-2.9762,,,,,,,,,,,,,,,,,
0.3018,-3.0159,,,,,,,,,,,,,,,,,
0.3018,-2.996,,,,,,,,,,,,,,,,,
0.3018,-3.0159,,,,,,,,,,,,,,,,,
0.3018,-3.0139,,,,,,,,,,,,,,,,,
0.3018,-2.998,,,,,,,,,,,,,,,,,
0.3018,-3.0159,,,,,,,,,,,,,,,,,
0.3018,-2.996,,,,,,,,,,,,,,,,,
0.3018,-2.996,,,,,,,,,,,,,,,,,
0.3018,-2.9762,,,,,,,,,,,,,,,,,
0.3018,-2.9762,,,,,,,,,,,,,,,,,
0.3018,-2.9762,,,,,,,,,,,,,,,,,
0.3018,-2.9365,,,,,,,,,,,,,,,,,
0.3018,-2.9363,,,,,,,,,,,,,,,,,
0.3018,-2.9368,,,,,,,,,,,,,,,,,
0.3018,-2.9167,,,,,,,,,,,,,,,,,
0.3018,-2.9167,,,,,,,,,,,,,,,,,
0.3018,-2.8968,,,,,,,,,,,,,,,,,
0.3018,-2.9365,,,,,,,,,,,,,,,,,
0.3018,-2.9167,,,,,,,,,,,,,,,,,
0.3018,-2.9365,,,,,,,,,,,,,,,,,
0.3018,-2.9365,,,,,,,,,,,,,,,,,
0.3018,-2.9561,,,,,,,,,,,,,,,,,
0.3018,-2.9368,,,,,,,,,,,,,,,,,
0.3018,-2.9762,,,,,,,,,,,,,,,,,
0.3018,-2.9762,,,,,,,,,,,,,,,,,
0.3018,-2.9762,,,,,,,,,,,,,,,,,
0.3018,-2.996,,,,,,,,,,,,,,,,,
0.3018,-2.996,,,,,,,,,,,,,,,,,
0.3018,-3.0159,,,,,,,,,,,,,,,,,
0.3018,-3.0357,,,,,,,,,,,,,,,,,
0.3018,-3.0156,,,,,,,,,,,,,,,,,
0.3018,-3.036,,,,,,,,,,,,,,,,,
0.3018,-3.0159,,,,,,,,,,,,,,,,,
0.3018,-3.0159,,,,,,,,,,,,,,,,,
-0.3018,-3.0139,,,,,,,,,,,,,,,,,
-0.3018,-2.9782,,,,,,,,,,,,,,,,,
-0.3018,-2.9365,,,,,,,,,,,,,,,,,
-0.3018,-2.877,,,,,,,,,,,,,,,,,
-0.3018,-2.8373,,,,,,,,,,,,,,,,,
-0.3018,-2.8175,,,,,,,,,,,,,,,,,
-0.3018,-2.7778,,,,,,,,,,,,,,,,,
-0.3018,-2.7579,,,,,,,,,,,,,,,,,
-0.3018,-2.7381,,,,,,,,,,,,,,,,,
-0.3018,-2.718,,,,,,,,,,,,,,,,,
-0.3018,-2.6986,,,,,,,,,,,,,,,,,
-0.3018,-2.6984,,,,,,,,,,,,,,,,,
-0.3018,-2.6984,,,,,,,,,,,,,,,,,
-0.3018,-2.6786,,,,,,,,,,,,,,,,,
-0.3018,-2.6786,,,,,,,,,,,,,,,,,
-0.3018,-2.6966,,,,,,,,,,,,,,,,,
-0.3018,-2.7002,,,,,,,,,,,,,,,,,
-0.3018,-2.6786,,,,,,,,,,,,,,,,,
-0.3018,-2.6984,,,,,,,,,,,,,,,,,
-0.3018,-2.7183,,,,,,,,,,,,,,,,,
-0.3018,-2.7183,,,,,,,,,,,,,,,,,
-0.3018,-2.7183,,,,,,,,,,,,,,,,,
-0.3018,-2.7381,,,,,,,,,,,,,,,,,
-0.3018,-2.7381,,,,,,,,,,,,,,,,,
-0.3018,-2.7379,,,,,,,,,,,,,,,,,
-0.3018,-2.7582,,,,,,,,,,,,,,,,,
-0.3018,-2.7579,,,,,,,,,,,,,,,,,
-0.3018,-2.7778,,,,,,,,,,,,,,,,,
-0.3018,-2.7381,,,,,,,,,,,,,,,,,
-0.3018,-2.7778,,,,,,,,,,,,,,,,,
-0.3018,-2.7381,,,,,,,,,,,,,,,,,
-0.3018,-2.7381,,,,,,,,,,,,,,,,,
-0.3018,-2.7164,,,,,,,,,,,,,,,,,
-0.3018,-2.7196,,,,,,,,,,,,,,,,,
-0.3018,-2.6788,,,,,,,,,,,,,,,,,
-0.3018,-2.6788,,,,,,,,,,,,,,,,,
-0.3018,-2.6786,,,,,,,,,,,,,,,,,
-0.3018,-2.6389,,,,,,,,,,,,,,,,,
-0.3018,-2.6389,,,,,,,,,,,,,,,,,
-0.3018,-2.619,,,,,,,,,,,,,,,,,
-0.3018,-2.619,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.6186,,,,,,,,,,,,,,,,,
-0.3018,-2.5996,,,,,,,,,,,,,,,,,
-0.3018,-2.619,,,,,,,,,,,,,,,,,
-0.3018,-2.619,,,,,,,,,,,,,,,,,
-0.3018,-2.619,,,,,,,,,,,,,,,,,
-0.3018,-2.619,,,,,,,,,,,,,,,,,
-0.3018,-2.619,,,,,,,,,,,,,,,,,
-0.3018,-2.6587,,,,,,,,,,,,,,,,,
-0.3018,-2.6389,,,,,,,,,,,,,,,,,
-0.3018,-2.6576,,,,,,,,,,,,,,,,,
-0.3018,-2.6786,,,,,,,,,,,,,,,,,
-0.3018,-2.6797,,,,,,,,,,,,,,,,,
-0.3018,-2.7183,,,,,,,,,,,,,,,,,
-0.3018,-2.6984,,,,,,,,,,,,,,,,,
-0.3018,-2.7183,,,,,,,,,,,,,,,,,
-0.3018,-2.7183,,,,,,,,,,,,,,,,,
-0.3018,-2.7183,,,,,,,,,,,,,,,,,
-0.3018,-2.7381,,,,,,,,,,,,,,,,,
-0.3018,-2.7183,,,,,,,,,,,,,,,,,
-0.3018,-2.6982,,,,,,,,,,,,,,,,,
-0.3018,-2.7185,,,,,,,,,,,,,,,,,
-0.3018,-2.6984,,,,,,,,,,,,,,,,,
-0.3018,-2.6786,,,,,,,,,,,,,,,,,
-0.3018,-2.6786,,,,,,,,,,,,,,,,,
-0.3018,-2.6587,,,,,,,,,,,,,,,,,
-0.3018,-2.6389,,,,,,,,,,,,,,,,,
-0.3018,-2.619,,,,,,,,,,,,,,,,,
-0.3018,-2.6371,,,,,,,,,,,,,,,,,
-0.3018,-2.6009,,,,,,,,,,,,,,,,,
-0.3018,-2.5794,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.5794,,,,,,,,,,,,,,,,,
-0.3018,-2.5794,,,,,,,,,,,,,,,,,
-0.3018,-2.5794,,,,,,,,,,,,,,,,,
-0.3018,-2.5794,,,,,,,,,,,,,,,,,
-0.3018,-2.5794,,,,,,,,,,,,,,,,,
-0.3018,-2.599,,,,,,,,,,,,,,,,,
-0.3018,-2.5796,,,,,,,,,,,,,,,,,
-0.3018,-2.619,,,,,,,,,,,,,,,,,
-0.3018,-2.619,,,,,,,,,,,,,,,,,
-0.3018,-2.619,,,,,,,,,,,,,,,,,
-0.3018,-2.6587,,,,,,,,,,,,,,,,,
-0.3018,-2.6587,,,,,,,,,,,,,,,,,
-0.3018,-2.6768,,,,,,,,,,,,,,,,,
-0.3018,-2.6804,,,,,,,,,,,,,,,,,
-0.3018,-2.6984,,,,,,,,,,,,,,,,,
-0.3018,-2.6984,,,,,,,,,,,,,,,,,
-0.3018,-2.7183,,,,,,,,,,,,,,,,,
-0.3018,-2.7381,,,,,,,,,,,,,,,,,
-0.3018,-2.7183,,,,,,,,,,,,,,,,,
-0.3018,-2.7381,,,,,,,,,,,,,,,,,
-0.3018,-2.7183,,,,,,,,,,,,,,,,,
-0.3018,-2.718,,,,,,,,,,,,,,,,,
-0.3018,-2.7185,,,,,,,,,,,,,,,,,
-0.3018,-2.6786,,,,,,,,,,,,,,,,,
-0.3018,-2.6984,,,,,,,,,,,,,,,,,
-0.3018,-2.6587,,,,,,,,,,,,,,,,,
-0.3018,-2.6587,,,,,,,,,,,,,,,,,
-0.3018,-2.6389,,,,,,,,,,,,,,,,,
-0.3018,-2.619,,,,,,,,,,,,,,,,,
-0.3018,-2.619,,,,,,,,,,,,,,,,,
-0.3018,-2.599,,,,,,,,,,,,,,,,,
-0.3018,-2.6175,,,,,,,,,,,,,,,,,
-0.3018,-2.5811,,,,,,,,,,,,,,,,,
-0.3018,-2.5794,,,,,,,,,,,,,,,,,
-0.3018,-2.5794,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.5794,,,,,,,,,,,,,,,,,
-0.3018,-2.619,,,,,,,,,,,,,,,,,
-0.3018,-2.619,,,,,,,,,,,,,,,,,
-0.3018,-2.6188,,,,,,,,,,,,,,,,,
-0.3018,-2.6193,,,,,,,,,,,,,,,,,
-0.3018,-2.6587,,,,,,,,,,,,,,,,,
-0.3018,-2.6587,,,,,,,,,,,,,,,,,
-0.3018,-2.6587,,,,,,,,,,,,,,,,,
-0.3018,-2.6984,,,,,,,,,,,,,,,,,
-0.3018,-2.6984,,,,,,,,,,,,,,,,,
-0.3018,-2.7183,,,,,,,,,,,,,,,,,
-0.3018,-2.737,,,,,,,,,,,,,,,,,
-0.3018,-2.7187,,,,,,,,,,,,,,,,,
-0.3018,-2.7189,,,,,,,,,,,,,,,,,
-0.3018,-2.7183,,,,,,,,,,,,,,,,,
-0.3018,-2.6984,,,,,,,,,,,,,,,,,
-0.3018,-2.7183,,,,,,,,,,,,,,,,,
-0.3018,-2.6984,,,,,,,,,,,,,,,,,
-0.3018,-2.6786,,,,,,,,,,,,,,,,,
-0.3018,-2.6786,,,,,,,,,,,,,,,,,
-0.3018,-2.6585,,,,,,,,,,,,,,,,,
-0.3018,-2.6391,,,,,,,,,,,,,,,,,
-0.3018,-2.6389,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.619,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.5794,,,,,,,,,,,,,,,,,
-0.3018,-2.5981,,,,,,,,,,,,,,,,,
-0.3018,-2.58,,,,,,,,,,,,,,,,,
-0.3018,-2.5994,,,,,,,,,,,,,,,,,
-0.3018,-2.5796,,,,,,,,,,,,,,,,,
-0.3018,-2.5794,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.619,,,,,,,,,,,,,,,,,
-0.3018,-2.619,,,,,,,,,,,,,,,,,
-0.3018,-2.6384,,,,,,,,,,,,,,,,,
-0.3018,-2.6393,,,,,,,,,,,,,,,,,
-0.3018,-2.6587,,,,,,,,,,,,,,,,,
-0.3018,-2.6786,,,,,,,,,,,,,,,,,
-0.3018,-2.6786,,,,,,,,,,,,,,,,,
-0.3018,-2.6984,,,,,,,,,,,,,,,,,
-0.3018,-2.6984,,,,,,,,,,,,,,,,,
-0.3018,-2.7183,,,,,,,,,,,,,,,,,
-0.3018,-2.7164,,,,,,,,,,,,,,,,,
-0.3018,-2.7002,,,,,,,,,,,,,,,,,
-0.3018,-2.7183,,,,,,,,,,,,,,,,,
-0.3018,-2.6984,,,,,,,,,,,,,,,,,
-0.3018,-2.6786,,,,,,,,,,,,,,,,,
-0.3018,-2.6786,,,,,,,,,,,,,,,,,
-0.3018,-2.6587,,,,,,,,,,,,,,,,,
-0.3018,-2.6389,,,,,,,,,,,,,,,,,
-0.3018,-2.6389,,,,,,,,,,,,,,,,,
-0.3018,-2.6188,,,,,,,,,,,,,,,,,
-0.3018,-2.5994,,,,,,,,,,,,,,,,,
-0.3018,-2.5794,,,,,,,,,,,,,,,,,
-0.3018,-2.5595,,,,,,,,,,,,,,,,,
-0.3018,-2.5794,,,,,,,,,,,,,,,,,
-0.3018,-2.5397,,,,,,,,,,,,,,,,,
-0.3018,-2.5595,,,,,,,,,,,,,,,,,
-0.3018,-2.5595,,,,,,,,,,,,,,,,,
-0.3018,-2.5585,,,,,,,,,,,,,,,,,
-0.3018,-2.5602,,,,,,,,,,,,,,,,,
-0.3018,-2.5597,,,,,,,,,,,,,,,,,
-0.3018,-2.5597,,,,,,,,,,,,,,,,,
-0.3018,-2.5794,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.619,,,,,,,,,,,,,,,,,
-0.3018,-2.6389,,,,,,,,,,,,,,,,,
-0.3018,-2.6587,,,,,,,,,,,,,,,,,
-0.3018,-2.6781,,,,,,,,,,,,,,,,,
-0.3018,-2.679,,,,,,,,,,,,,,,,,
-0.3018,-2.6786,,,,,,,,,,,,,,,,,
-0.3018,-2.7183,,,,,,,,,,,,,,,,,
-0.3018,-2.6984,,,,,,,,,,,,,,,,,
-0.3018,-2.6984,,,,,,,,,,,,,,,,,
-0.3018,-2.7183,,,,,,,,,,,,,,,,,
-0.3018,-2.6984,,,,,,,,,,,,,,,,,
-0.3018,-2.6984,,,,,,,,,,,,,,,,,
-0.3018,-2.6973,,,,,,,,,,,,,,,,,
-0.3018,-2.6786,,,,,,,,,,,,,,,,,
-0.3018,-2.64,,,,,,,,,,,,,,,,,
-0.3018,-2.6587,,,,,,,,,,,,,,,,,
-0.3018,-2.6389,,,,,,,,,,,,,,,,,
-0.3018,-2.619,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.5791,,,,,,,,,,,,,,,,,
-0.3018,-2.5597,,,,,,,,,,,,,,,,,
-0.3018,-2.5595,,,,,,,,,,,,,,,,,
-0.3018,-2.5595,,,,,,,,,,,,,,,,,
-0.3018,-2.5794,,,,,,,,,,,,,,,,,
-0.3018,-2.5595,,,,,,,,,,,,,,,,,
-0.3018,-2.5794,,,,,,,,,,,,,,,,,
-0.3018,-2.5794,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.619,,,,,,,,,,,,,,,,,
-0.3018,-2.6188,,,,,,,,,,,,,,,,,
-0.3018,-2.6391,,,,,,,,,,,,,,,,,
-0.3018,-2.6587,,,,,,,,,,,,,,,,,
-0.3018,-2.6587,,,,,,,,,,,,,,,,,
-0.3018,-2.6966,,,,,,,,,,,,,,,,,
-0.3018,-2.6804,,,,,,,,,,,,,,,,,
-0.3018,-2.6984,,,,,,,,,,,,,,,,,
-0.3018,-2.7183,,,,,,,,,,,,,,,,,
-0.3018,-2.7183,,,,,,,,,,,,,,,,,
-0.3018,-2.7183,,,,,,,,,,,,,,,,,
-0.3018,-2.7183,,,,,,,,,,,,,,,,,
-0.3018,-2.6984,,,,,,,,,,,,,,,,,
-0.3018,-2.7183,,,,,,,,,,,,,,,,,
-0.3018,-2.6783,,,,,,,,,,,,,,,,,
-0.3018,-2.6788,,,,,,,,,,,,,,,,,
-0.3018,-2.6786,,,,,,,,,,,,,,,,,
-0.3018,-2.6587,,,,,,,,,,,,,,,,,
-0.3018,-2.6389,,,,,,,,,,,,,,,,,
-0.3018,-2.6389,,,,,,,,,,,,,,,,,
-0.3018,-2.619,,,,,,,,,,,,,,,,,
-0.3018,-2.619,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.599,,,,,,,,,,,,,,,,,
-0.3018,-2.5994,,,,,,,,,,,,,,,,,
-0.3018,-2.5975,,,,,,,,,,,,,,,,,
-0.3018,-2.5811,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.619,,,,,,,,,,,,,,,,,
-0.3018,-2.6389,,,,,,,,,,,,,,,,,
-0.3018,-2.619,,,,,,,,,,,,,,,,,
-0.3018,-2.6587,,,,,,,,,,,,,,,,,
-0.3018,-2.6389,,,,,,,,,,,,,,,,,
-0.3018,-2.6783,,,,,,,,,,,,,,,,,
-0.3018,-2.6788,,,,,,,,,,,,,,,,,
-0.3018,-2.6984,,,,,,,,,,,,,,,,,
-0.3018,-2.6984,,,,,,,,,,,,,,,,,
-0.3018,-2.7381,,,,,,,,,,,,,,,,,
-0.3018,-2.7183,,,,,,,,,,,,,,,,,
-0.3018,-2.7381,,,,,,,,,,,,,,,,,
-0.3018,-2.7183,,,,,,,,,,,,,,,,,
-0.3018,-2.7381,,,,,,,,,,,,,,,,,
-0.3018,-2.718,,,,,,,,,,,,,,,,,
-0.3018,-2.7169,,,,,,,,,,,,,,,,,
-0.3018,-2.7198,,,,,,,,,,,,,,,,,
-0.3018,-2.6786,,,,,,,,,,,,,,,,,
-0.3018,-2.6786,,,,,,,,,,,,,,,,,
-0.3018,-2.6786,,,,,,,,,,,,,,,,,
-0.3018,-2.6389,,,,,,,,,,,,,,,,,
-0.3018,-2.6389,,,,,,,,,,,,,,,,,
-0.3018,-2.619,,,,,,,,,,,,,,,,,
-0.3018,-2.619,,,,,,,,,,,,,,,,,
-0.3018,-2.6188,,,,,,,,,,,,,,,,,
-0.3018,-2.5994,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.5794,,,,,,,,,,,,,,,,,
-0.3018,-2.5794,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.619,,,,,,,,,,,,,,,,,
-0.3018,-2.6188,,,,,,,,,,,,,,,,,
-0.3018,-2.6572,,,,,,,,,,,,,,,,,
-0.3018,-2.6406,,,,,,,,,,,,,,,,,
-0.3018,-2.6587,,,,,,,,,,,,,,,,,
-0.3018,-2.6786,,,,,,,,,,,,,,,,,
-0.3018,-2.6786,,,,,,,,,,,,,,,,,
-0.3018,-2.6984,,,,,,,,,,,,,,,,,
-0.3018,-2.7183,,,,,,,,,,,,,,,,,
-0.3018,-2.7381,,,,,,,,,,,,,,,,,
